29471,MRS.,DANA,ORTEGA,3/26/1960,S,F,dana15@adventure-works.com,"$10,000 ",1,High School,Manual,N
29472,MRS.,LACEY,SHARMA,3/14/1960,M,F,lacey44@adventure-works.com,"$10,000 ",1,High School,Manual,N
29473,MRS.,CARMEN,SUBRAM,5/22/1960,S,F,carmen16@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
29474,MR.,JAIME,RAJE,10/4/1959,M,M,jaime36@adventure-works.com,"$20,000 ",2,Partial College,Manual,N
29475,MR.,JARED,WARD,9/23/1959,S,M,jared6@adventure-works.com,"$20,000 ",2,Partial College,Manual,N
29476,MRS.,ELIZABETH,BRADLEY,7/3/1959,M,F,elizabeth30@adventure-works.com,"$20,000 ",2,Partial College,Manual,N
29477,MR.,NEIL,RUIZ,7/6/1959,M,M,neil3@adventure-works.com,"$20,000 ",2,Partial College,Manual,N
29478,MR.,DARREN,CARLSON,5/25/1959,S,M,darren41@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y
29479,MR.,TOMMY,TANG,7/4/1958,M,M,tommy2@adventure-works.com,"$30,000 ",1,Graduate Degree,Clerical,Y
29480,MRS.,NINA,RAJI,11/10/1960,S,F,nina21@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y
29481,MR.,IVAN,SURI,1/5/1960,S,M,ivan0@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,N
29482,MR.,CLAYTON,ZHANG,3/5/1959,M,M,clayton0@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y
29483,MR.,JÉSUS,NAVARRO,12/8/1959,M,M,jésus9@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
